Id,Symbol,ScientificName,ScientificNameComponents,CommonName,Group,RankId,Rank,Durations,GrowthHabits,NativeStatuses,MapCoordinates,PlantsDistributionResults,AcceptedId,OtherCommonNames,HasSynonyms,Ancestors,HasSubordinateTaxa,SubordinateTaxa,HasWildlife,Wildlife,HasWetlandData,WetlandData,HasImages,HasRelatedLinks,RelatedLinks,HasLegalStatuses,LegalStatuses,HasNoxiousStatuses,NoxiousStatuses,HasDocumentation,HasDistributionData,Documentation,PlantNotes,NumImages,ProfileImageFilename,ImageId,HasInvasiveStatuses,InvasiveStatuses,ProtectedStatuses,PlantGuideUrls,FactSheetUrls,HasCharacteristics,PlantLocationId,Characteristics,HasEthnobotany,Ethnobotanies,HasPollinator,Pollinators,ScientificSort,characteristics/0/Active Growth Period,characteristics/0/Bloat,characteristics/0/C:N Ratio,characteristics/0/Coppice Potential,characteristics/0/Fall Conspicuous,characteristics/0/Fire Resistant,characteristics/0/Flower Color,characteristics/0/Flower Conspicuous,characteristics/0/Foliage Color,characteristics/0/Foliage Porosity Summer,characteristics/0/Foliage Porosity Winter,characteristics/0/Foliage Texture,characteristics/0/Fruit/Seed Color,characteristics/0/Fruit/Seed Conspicuous,characteristics/0/Growth Form,characteristics/0/Growth Rate,"characteristics/0/Height at 20 Years, Maximum (feet)","characteristics/0/Height, Mature (feet)",characteristics/0/Known Allelopath,characteristics/0/Leaf Retention,characteristics/0/Lifespan,characteristics/0/Low Growing Grass,characteristics/0/Nitrogen Fixation,characteristics/0/Resprout Ability,characteristics/0/Shape and Orientation,characteristics/0/Toxicity,characteristics/0/Adapted to Coarse Textured Soils,characteristics/0/Adapted to Fine Textured Soils,characteristics/0/Adapted to Medium Textured Soils,characteristics/0/Anaerobic Tolerance,characteristics/0/CaCO3 Tolerance,characteristics/0/Cold Stratification Required,characteristics/0/Drought Tolerance,characteristics/0/Fertility Requirement,characteristics/0/Fire Tolerance,"characteristics/0/Frost Free Days, Minimum",characteristics/0/Hedge Tolerance,characteristics/0/Moisture Use,"characteristics/0/pH, Maximum","characteristics/0/pH, Minimum","characteristics/0/Planting Density per Acre, Maximum","characteristics/0/Planting Density per Acre, Minimum","characteristics/0/Precipitation, Maximum","characteristics/0/Precipitation, Minimum","characteristics/0/Root Depth, Minimum (inches)",characteristics/0/Salinity Tolerance,characteristics/0/Shade Tolerance,"characteristics/0/Temperature, Minimum (°F)",characteristics/0/Bloom Period,characteristics/0/Commercial Availability,characteristics/0/Fruit/Seed Abundance,characteristics/0/Fruit/Seed Period Begin,characteristics/0/Fruit/Seed Period End,characteristics/0/Fruit/Seed Persistence,characteristics/0/Propagated by Bare Root,characteristics/0/Propagated by Bulb,characteristics/0/Propagated by Container,characteristics/0/Propagated by Corm,characteristics/0/Propagated by Cuttings,characteristics/0/Propagated by Seed,characteristics/0/Propagated by Sod,characteristics/0/Propagated by Sprigs,characteristics/0/Propagated by Tubers,characteristics/0/Seed per Pound,characteristics/0/Seed Spread Rate,characteristics/0/Seedling Vigor,characteristics/0/Small Grain,characteristics/0/Vegetative Spread Rate,characteristics/0/Berry/Nut/Seed Product,characteristics/0/Christmas Tree Product,characteristics/0/Fodder Product,characteristics/0/Fuelwood Product,characteristics/0/Lumber Product,characteristics/0/Naval Store Product,characteristics/0/Nursery Stock Product,characteristics/0/Palatable Browse Animal,characteristics/0/Palatable Human,characteristics/0/Post Product,characteristics/0/Pulpwood Product,characteristics/0/Veneer Product,characteristics/0/Protein Potential,characteristics/0/Palatable Graze Animal,Synonyms/0/Id,Synonyms/0/Symbol,Synonyms/0/ScientificName,Synonyms/0/ScientificNameComponents,Synonyms/0/CommonName,Synonyms/0/Group,Synonyms/0/RankId,Synonyms/0/Rank,Synonyms/0/Durations,Synonyms/0/GrowthHabits,Synonyms/0/NativeStatuses,Synonyms/0/MapCoordinates,Synonyms/0/PlantsDistributionResults,Synonyms/0/AcceptedId,Synonyms/0/OtherCommonNames,Synonyms/0/HasSynonyms,Synonyms/0/Synonyms/0,Synonyms/0/Ancestors,Synonyms/0/HasSubordinateTaxa,Synonyms/0/SubordinateTaxa,Synonyms/0/HasWildlife,Synonyms/0/Wildlife,Synonyms/0/HasWetlandData,Synonyms/0/WetlandData,Synonyms/0/HasImages,Synonyms/0/HasRelatedLinks,Synonyms/0/RelatedLinks,Synonyms/0/HasLegalStatuses,Synonyms/0/LegalStatuses,Synonyms/0/HasNoxiousStatuses,Synonyms/0/NoxiousStatuses,Synonyms/0/HasDocumentation,Synonyms/0/HasDistributionData,Synonyms/0/Documentation,Synonyms/0/PlantNotes,Synonyms/0/NumImages,Synonyms/0/ProfileImageFilename,Synonyms/0/ImageId,Synonyms/0/HasInvasiveStatuses,Synonyms/0/InvasiveStatuses,Synonyms/0/ProtectedStatuses,Synonyms/0/PlantGuideUrls,Synonyms/0/FactSheetUrls,Synonyms/0/HasCharacteristics,Synonyms/0/PlantLocationId,Synonyms/0/Characteristics,Synonyms/0/HasEthnobotany,Synonyms/0/Ethnobotanies,Synonyms/0/HasPollinator,Synonyms/0/Pollinators,Synonyms/0/ScientificSort,characteristics/0/After Harvest Regrowth Rate
91770,SOSC2,&lt;i&gt;Sorbus scopulina&lt;/i&gt; Greene,,Greene's mountain ash,,0,,,,,,,91770,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,sosc2_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Sorbus scopulina Greene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91775,SOSIG,&lt;i&gt;Sorbus sitchensis&lt;/i&gt; M. Roem. var. &lt;i&gt;grayi&lt;/i&gt; (Wenzig) C.L. Hitchc.,,western mountain ash,,0,,,,,,,91775,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,4,sosig_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Sorbus sitchensis M. Roem. var. grayi (Wenzig) C.L. Hitchc.,Spring and Summer,None,High,Yes,Yes,No,White,Yes,Dark Green,Moderate,Porous,Fine,Red,Yes,Single Stem,Slow,15,15.0,No,No,Moderate,No,None,Yes,Erect,None,Yes,Yes,Yes,None,None,Yes,Low,Medium,Low,100,Low,Medium,7.2,6.0,1700,700,40,20,16,None,Intolerant,-28,Late Spring,Contracting Only,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,140000,Moderate,High,No,Moderate,No,No,No,,No,No,No,Low,No,No,No,No,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25695,SONU2,&lt;i&gt;Sorghastrum nutans&lt;/i&gt; (L.) Nash,,Indiangrass,,0,,,,,,,25695,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,12,sonu2_004_tvp.jpg,0,false,,,,,false,0,,false,,false,,Sorghastrum nutans (L.) Nash,Summer,None,Low,No,No,No,Yellow,No,Gray-Green,Dense,Porous,Coarse,Brown,No,Bunch,Moderate,,4.0,No,No,Long,No,None,No,Erect,None,No,Yes,Yes,Low,High,No,Low,Low,High,110,None,Medium,7.5,4.5,,,24,11,24,Medium,Intolerant,-23,Fall,Routinely Available,High,Fall,Fall,No,No,No,No,No,No,Yes,No,No,No,168400,Moderate,Medium,No,Moderate,No,No,Yes,,No,No,No,Medium,No,No,No,No,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
25706,SOBI2,&lt;i&gt;Sorghum bicolor&lt;/i&gt; (L.) Moench,,sorghum,,0,,,,,,,25706,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,1,sobi2_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Sorghum bicolor (L.) Moench,Summer and Fall,None,Low,No,No,No,Brown,No,Green,Dense,Moderate,Coarse,Brown,Yes,Bunch,Rapid,,4.0,No,No,,No,None,No,Erect,Moderate,Yes,Yes,Yes,None,Low,No,High,High,Low,90,None,Medium,7.5,5.5,,,60,18,12,Medium,Intolerant,47,Late Summer,Routinely Available,High,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,27280,Slow,High,Yes,None,No,No,Yes,,No,No,No,Medium,Yes,No,No,No,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid
25715,SOBIB,&lt;i&gt;Sorghum bicolor&lt;/i&gt; (L.) Moench ssp. &lt;i&gt;bicolor &lt;/i&gt;,,grain sorghum,,0,,,,,,,25715,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,7,sodo2_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Sorghum bicolor (L.) Moench ssp. bicolor,Summer and Fall,None,Low,No,No,No,Yellow,No,Green,Dense,Moderate,Coarse,Brown,Yes,Bunch,Rapid,,8.0,Yes,No,,No,None,No,Erect,Moderate,Yes,Yes,Yes,None,Low,No,High,High,Low,60,None,Medium,7.5,5.5,,,60,18,12,Medium,Intolerant,47,Late Summer,Routinely Available,High,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,24960,Slow,High,Yes,None,No,No,Yes,,No,No,No,Medium,Yes,No,No,No,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid
25735,SOBID,&lt;i&gt;Sorghum bicolor&lt;/i&gt; (L.) Moench ssp. &lt;i&gt;drummondii&lt;/i&gt; (Nees ex Steud.) de Wet &amp; Harlan,,Sudangrass,,0,,,,,,,25735,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,sosu4_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Sorghum bicolor (L.) Moench ssp. drummondii (Nees ex Steud.) de Wet &amp; Harlan,Summer and Fall,None,Medium,No,Yes,No,Yellow,No,Green,Dense,Moderate,Coarse,Brown,No,Bunch,Rapid,,2.5,Yes,No,,No,None,No,Erect,Slight,Yes,Yes,Yes,None,Low,No,High,High,None,90,None,Low,6.8,5.7,,,40,17,9,Medium,Intolerant,57,Early Summer,Routinely Available,High,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,44240,None,Low,Yes,None,No,No,Yes,,No,No,No,High,Yes,No,No,No,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
25744,SOHA,&lt;i&gt;Sorghum halepense&lt;/i&gt; (L.) Pers.,,Johnsongrass,,0,,,,,,,25744,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,26,soha_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Sorghum halepense (L.) Pers.,Summer and Fall,None,Medium,No,No,No,Yellow,No,Green,Dense,Moderate,Coarse,Brown,Yes,Rhizomatous,Rapid,,3.5,Yes,No,Long,No,None,No,Erect,Slight,Yes,Yes,Yes,Low,Low,No,Low,Medium,High,165,None,High,7.0,5.0,11000,4800,60,32,10,Low,Intolerant,-13,Late Summer,Routinely Available,High,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,119280,Rapid,High,Yes,Rapid,No,No,Yes,,No,No,No,High,No,No,No,No,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid
26962,SPAM,&lt;i&gt;Sparganium americanum&lt;/i&gt; Nutt.,,American bur-reed,,0,,,,,,,26962,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,8,spam_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Sparganium americanum Nutt.,Spring,None,,No,No,No,Green,No,Green,Moderate,Porous,Medium,Green,No,Colonizing,Moderate,,3.2,No,No,Moderate,No,None,No,Erect,None,Yes,Yes,Yes,High,Low,No,None,Low,None,95,None,High,7.3,4.9,4800,3500,50,35,8,None,Intermediate,-33,Indeterminate,Routinely Available,Medium,Spring,Fall,Yes,No,No,No,No,No,Yes,No,Yes,No,,Rapid,High,No,Rapid,No,No,No,,No,No,No,Medium,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
26979,SPEU,&lt;i&gt;Sparganium eurycarpum&lt;/i&gt; Engelm.,,broadfruit bur-reed,,0,,,,,,,26979,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,6,speu_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Sparganium eurycarpum Engelm.,Spring,None,,No,No,No,Green,No,Green,Moderate,Porous,Medium,Green,No,Colonizing,Moderate,,4.9,No,No,Moderate,No,None,No,Erect,None,Yes,Yes,Yes,High,Medium,No,None,Low,None,95,None,High,8.5,5.0,4800,3500,50,10,12,None,Intermediate,-33,Indeterminate,Routinely Available,Medium,Spring,Fall,Yes,No,No,No,No,No,Yes,No,Yes,No,1468,Moderate,High,No,Rapid,No,No,No,,No,No,No,Medium,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
25749,SPAL,&lt;i&gt;Spartina alterniflora&lt;/i&gt; Loisel.,,smooth cordgrass,,0,,,,,,,25749,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,spal_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Spartina alterniflora Loisel.,Spring and Summer,None,Medium,No,No,No,Yellow,No,Green,Dense,Porous,Coarse,Brown,No,Bunch,Moderate,,3.0,No,No,Long,Yes,None,No,Erect,None,No,Yes,Yes,High,Low,No,None,Low,High,140,None,High,7.0,5.4,40000,2728,100,40,12,High,Intolerant,-13,Late Spring,Routinely Available,Low,Spring,Fall,No,No,No,No,No,No,No,No,Yes,No,20000,None,Low,No,Rapid,No,No,No,,No,No,No,High,No,No,No,No,Low,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
25755,SPBA,&lt;i&gt;Spartina bakeri&lt;/i&gt; Merr.,,sand cordgrass,,0,,,,,,,25755,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,spba_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Spartina bakeri Merr.,Summer,None,,No,No,No,Green,No,Green,Dense,Dense,Fine,Brown,No,Bunch,Moderate,,6.6,No,Yes,Moderate,Yes,None,No,Erect,None,Yes,Yes,Yes,High,High,No,None,Low,Low,280,None,High,8.6,5.0,10912,2728,60,50,12,High,Intolerant,17,Summer,Routinely Available,Medium,Summer,Fall,Yes,No,No,No,No,No,Yes,No,Yes,No,,Slow,Medium,No,Slow,No,No,No,,No,No,No,High,No,No,No,No,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
25760,SPCY,&lt;i&gt;Spartina cynosuroides&lt;/i&gt; (L.) Roth,,big cordgrass,,0,,,,,,,25760,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,4,spcy_003_tvp.jpg,0,false,,,,,false,0,,false,,false,,Spartina cynosuroides (L.) Roth,Spring and Summer,None,Medium,No,No,No,Yellow,No,Green,Dense,Moderate,Coarse,Brown,No,Rhizomatous,Moderate,,8.0,No,No,Long,Yes,None,No,Erect,None,Yes,Yes,Yes,High,Medium,No,None,Medium,High,210,None,High,7.5,5.8,11000,2700,60,40,20,High,Intolerant,-3,Spring,Routinely Available,Low,Summer,Fall,No,Yes,No,No,No,No,No,No,Yes,No,,Slow,Low,No,Rapid,No,No,No,,No,No,No,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
25767,SPGR,&lt;i&gt;Spartina gracilis&lt;/i&gt; Trin.,,alkali cordgrass,,0,,,,,,,25767,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,6,spgr_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Spartina gracilis Trin.,Spring and Summer,None,High,No,No,No,Yellow,No,Green,Moderate,Porous,Coarse,Brown,No,Rhizomatous,Moderate,,3.0,No,No,Long,Yes,None,No,Erect,None,No,Yes,Yes,Medium,High,No,Medium,Low,High,90,None,Medium,9.5,7.0,4800,2700,30,12,14,High,Intolerant,-38,Late Summer,Routinely Available,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,105000,Slow,Low,No,Moderate,No,No,Yes,,No,No,No,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
25772,SPPA,&lt;i&gt;Spartina patens&lt;/i&gt; (Aiton) Muhl.,,saltmeadow cordgrass,,0,,,,,,,25772,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,4,sppa_003_tvp.jpg,0,false,,,,,false,0,,false,,false,,Spartina patens (Aiton) Muhl.,Spring and Summer,None,High,No,No,No,Yellow,No,Dark Green,Moderate,Porous,Coarse,Brown,No,Rhizomatous,Moderate,,15.0,No,No,Long,Yes,None,No,Decumbent,None,Yes,Yes,Yes,High,High,No,Low,Medium,High,130,None,High,7.5,5.3,19000,11000,65,32,10,High,Intolerant,-3,Early Summer,Routinely Available,Low,Spring,Fall,No,No,No,Yes,No,No,No,No,Yes,No,110000,None,Low,No,Rapid,No,No,No,,No,No,No,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
25777,SPPE,&lt;i&gt;Spartina pectinata&lt;/i&gt; Bosc ex Link,,prairie cordgrass,,0,,,,,,,25777,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,7,sppe_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Spartina pectinata Bosc ex Link,Spring and Summer,None,High,No,No,No,Yellow,No,Green,Dense,Moderate,Coarse,Brown,No,Rhizomatous,Rapid,,8.0,No,No,Long,Yes,None,No,Erect,None,Yes,No,Yes,High,Medium,No,Low,Medium,High,110,None,High,8.5,6.0,4800,2700,35,14,18,Low,Intolerant,-38,Mid Summer,Routinely Available,Low,Summer,Fall,Yes,No,No,No,No,No,Yes,No,Yes,No,638863,Slow,Medium,No,Rapid,No,No,Yes,,No,No,No,Low,No,No,No,No,Low,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
25781,SPSP,&lt;i&gt;Spartina spartinae&lt;/i&gt; (Trin.) Merr. ex Hitchc.,,gulf cordgrass,,0,,,,,,,25781,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,2,spsp_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Spartina spartinae (Trin.) Merr. ex Hitchc.,Spring,None,Low,No,No,No,Green,No,Green,Moderate,Porous,Fine,Brown,Yes,Bunch,Moderate,,6.6,No,No,Long,No,None,No,Erect,None,Yes,Yes,Yes,Medium,Medium,No,Medium,Medium,High,250,None,Medium,7.5,5.5,3700,2728,50,40,18,High,Intolerant,17,Late Summer,Routinely Available,High,Spring,Summer,Yes,No,No,No,No,No,Yes,No,Yes,No,,Moderate,High,No,None,No,No,No,,No,No,No,,No,No,No,No,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
66439,SPAM2,&lt;i&gt;Sphaeralcea ambigua&lt;/i&gt; A. Gray,,desert globemallow,,0,,,,,,,66439,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,15,spam2_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Sphaeralcea ambigua A. Gray,Spring and Summer,None,High,No,Yes,No,Orange,Yes,Green,Moderate,Porous,Medium,Orange,No,Multiple Stem,Rapid,,5.0,No,No,Short,No,None,No,Erect,None,Yes,Yes,Yes,None,High,No,High,Low,High,174,None,Low,8.5,7.5,11000,3500,15,5,12,Medium,Intolerant,-6,Early Spring,Field Collections Only,High,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,450000,Rapid,High,No,None,No,No,No,,No,No,No,Low,No,No,No,No,Medium,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
66464,SPCO,&lt;i&gt;Sphaeralcea coccinea&lt;/i&gt; (Nutt.) Rydb.,,scarlet globemallow,,0,,,,,,,66464,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,9,spco_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Sphaeralcea coccinea (Nutt.) Rydb.,Spring and Summer,None,Medium,No,No,No,Red,Yes,Green,Porous,Porous,Fine,Brown,Yes,Multiple Stem,Rapid,,1.5,No,No,Short,No,None,No,Erect,None,Yes,No,Yes,None,High,No,High,Low,Medium,115,Medium,Low,8.4,6.5,4800,2700,35,6,6,Medium,Intolerant,-23,Spring,Field Collections Only,High,Summer,Fall,No,No,No,Yes,No,No,Yes,No,No,No,500000,Rapid,High,No,None,No,No,No,,No,No,Yes,Medium,No,No,No,No,Medium,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid
66495,SPGR2,&lt;i&gt;Sphaeralcea grossulariifolia&lt;/i&gt; (Hook. &amp; Arn.) Rydb.,,gooseberryleaf globemallow,,0,,,,,,,66495,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,8,spgr2_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Sphaeralcea grossulariifolia (Hook. &amp; Arn.) Rydb.,Spring and Summer,None,Medium,No,No,No,Red,Yes,Green,Porous,Porous,Medium,Brown,Yes,Single Crown,Moderate,,2.0,No,No,Moderate,No,None,No,Decumbent,None,Yes,No,Yes,None,Low,No,Medium,Low,Medium,100,None,Low,7.0,5.0,2700,1700,14,8,12,None,Intermediate,-23,Late Spring,Field Collections Only,Medium,Summer,Summer,Yes,Yes,No,Yes,No,No,Yes,No,No,No,500500,Slow,Low,No,None,No,No,No,,No,No,No,Low,No,No,No,No,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66522,SPMU2,&lt;i&gt;Sphaeralcea munroana&lt;/i&gt; (Douglas) Spach,,Munro's globemallow,,0,,,,,,,66522,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,7,spmu2_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Sphaeralcea munroana (Douglas) Spach,Spring and Summer,None,Medium,No,No,No,Orange,Yes,Dark Green,Porous,Porous,Coarse,Brown,No,Single Crown,Moderate,,2.5,No,No,Moderate,No,None,No,Erect,None,Yes,No,Yes,None,Medium,No,High,Low,Medium,120,None,Low,8.0,6.3,,,16,8,16,Low,Intolerant,-28,Mid Spring,Field Collections Only,Medium,Spring,Summer,Yes,No,No,No,No,No,Yes,No,No,No,750000,Slow,Medium,No,None,No,No,No,,No,No,No,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
25793,SPOB,&lt;i&gt;Sphenopholis obtusata&lt;/i&gt; (Michx.) Scribn.,,prairie wedgescale,,0,,,,,,,25793,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,5,spob_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Sphenopholis obtusata (Michx.) Scribn.,Spring,None,,No,No,No,Green,No,Green,Moderate,Porous,Fine,Brown,No,Bunch,Moderate,,3.2,No,No,Short,No,None,No,Erect,None,No,Yes,Yes,Low,Medium,No,Low,Medium,None,80,None,Medium,7.5,5.0,43560,10912,60,10,4,None,Intermediate,-43,Spring,Contracting Only,Medium,Summer,Summer,No,No,No,Yes,No,No,Yes,No,No,No,200000,Slow,Medium,No,None,No,No,No,,No,No,No,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
91786,SPAL2,&lt;i&gt;Spiraea alba&lt;/i&gt; Du Roi,,white meadowsweet,,0,,,,,,,91786,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,4,spal2_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Spiraea alba Du Roi,Spring and Summer,None,Medium,No,No,No,White,Yes,Green,Dense,Moderate,Fine,Brown,No,Multiple Stem,Moderate,3,3.0,No,No,Moderate,No,None,Yes,Semi-Erect,None,Yes,Yes,Yes,Medium,Low,Yes,Low,Low,High,110,Medium,Medium,6.8,4.3,2700,1700,55,18,12,None,Intermediate,-33,Late Spring,Routinely Available,Medium,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,1000000,Slow,Low,No,None,No,No,No,,No,No,Yes,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91792,SPBE2,&lt;i&gt;Spiraea betulifolia&lt;/i&gt; Pall.,,white spirea,,0,,,,,,,91792,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,1,spbe2_001_tvd.jpg,0,false,,,,,false,0,,false,,false,,Spiraea betulifolia Pall.,Spring and Summer,None,High,No,No,No,White,Yes,Green,Dense,Moderate,Medium,Brown,No,Multiple Stem,Moderate,3,3.0,No,No,Long,No,None,Yes,Erect,None,Yes,Yes,Yes,Medium,Low,No,Low,Medium,Medium,100,Medium,High,7.5,6.0,2700,1700,24,14,14,None,Tolerant,-38,Early Summer,No Known Source,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,1200000,Slow,Low,No,None,No,No,No,,No,No,Yes,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91802,SPDO,&lt;i&gt;Spiraea douglasii&lt;/i&gt; Hook.,,rose spirea,,0,,,,,,,91802,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,spdo_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Spiraea douglasii Hook.,Spring and Summer,None,High,No,No,No,Purple,Yes,Dark Green,Dense,Moderate,Coarse,Brown,No,Rhizomatous,Moderate,6,6.0,No,No,Long,No,None,Yes,Semi-Erect,None,Yes,No,Yes,High,Low,Yes,Medium,Low,High,100,Medium,Low,7.5,5.5,2700,1200,50,16,16,None,Intolerant,-13,Mid Summer,Routinely Available,Medium,Summer,Fall,No,Yes,No,Yes,No,Yes,No,No,No,No,1030400,Slow,Low,No,Moderate,No,No,No,,No,No,Yes,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91813,SPJA,&lt;i&gt;Spiraea japonica&lt;/i&gt; L. f.,,Japanese meadowsweet,,0,,,,,,,91813,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,spja_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Spiraea japonica L. f.,Spring and Summer,None,High,No,Yes,No,Red,Yes,Red,Dense,Moderate,Fine,Brown,No,Multiple Stem,Moderate,2,2.0,No,No,Moderate,No,None,Yes,Semi-Erect,None,Yes,Yes,Yes,None,None,No,Medium,Medium,Medium,145,Medium,Medium,6.8,5.0,2700,1700,60,35,14,None,Intermediate,-23,Fall,Routinely Available,,Fall,Winter,No,Yes,No,Yes,No,No,Yes,No,No,No,,None,,No,None,No,No,No,,No,No,Yes,Low,No,No,No,No,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
